rok;region;kraj;plec;nadwaga
1989;AMR;ARG;BTSX;16.2
1989;AMR;ARG;FMLE;17.9
1989;AMR;ARG;MLE;14.2
1988;AMR;ARG;BTSX;15.8
1988;AMR;ARG;FMLE;17.5
1988;AMR;ARG;MLE;13.7
1987;AMR;ARG;BTSX;15.4
1987;AMR;ARG;FMLE;17.2
1987;AMR;ARG;MLE;13.3
1986;AMR;ARG;BTSX;15.0
1986;AMR;ARG;FMLE;16.8
1986;AMR;ARG;MLE;12.9
1985;AMR;ARG;BTSX;14.6
1985;AMR;ARG;FMLE;16.4
1985;AMR;ARG;MLE;12.5
1984;AMR;ARG;BTSX;14.2
1984;AMR;ARG;FMLE;16.1
1984;AMR;ARG;MLE;12.1
1983;AMR;ARG;BTSX;13.8
1983;AMR;ARG;FMLE;15.7
1983;AMR;ARG;MLE;11.7
1982;AMR;ARG;BTSX;13.5
1982;AMR;ARG;FMLE;15.4
1982;AMR;ARG;MLE;11.3
1981;AMR;ARG;BTSX;13.1
1981;AMR;ARG;FMLE;15.1
1981;AMR;ARG;MLE;11.0
1980;AMR;ARG;BTSX;12.8
1980;AMR;ARG;FMLE;14.7
1980;AMR;ARG;MLE;10.6
1979;AMR;ARG;BTSX;12.5
1979;AMR;ARG;FMLE;14.4
1979;AMR;ARG;MLE;10.3
1978;AMR;ARG;BTSX;12.1
1978;AMR;ARG;FMLE;14.1
1978;AMR;ARG;MLE;9.9
1977;AMR;ARG;BTSX;11.8
1977;AMR;ARG;FMLE;13.8
1977;AMR;ARG;MLE;9.6
1976;AMR;ARG;BTSX;11.5
1976;AMR;ARG;FMLE;13.5
1976;AMR;ARG;MLE;9.3
1975;AMR;ARG;BTSX;11.2
1975;AMR;ARG;FMLE;13.2
1975;AMR;ARG;MLE;9.0
2016;EUR;ARM;BTSX;20.2
2016;EUR;ARM;FMLE;23.0
2016;EUR;ARM;MLE;17.1
2015;EUR;ARM;BTSX;19.7
2015;EUR;ARM;FMLE;22.6
2015;EUR;ARM;MLE;16.6
2014;EUR;ARM;BTSX;19.2
2014;EUR;ARM;FMLE;22.1
2014;EUR;ARM;MLE;16.1
2013;EUR;ARM;BTSX;18.8
2013;EUR;ARM;FMLE;21.7
2013;EUR;ARM;MLE;15.7
2012;EUR;ARM;BTSX;18.3
2012;EUR;ARM;FMLE;21.2
2012;EUR;ARM;MLE;15.2
2011;EUR;ARM;BTSX;17.9
2011;EUR;ARM;FMLE;20.8
2011;EUR;ARM;MLE;14.8
2010;EUR;ARM;BTSX;17.5
2010;EUR;ARM;FMLE;20.4
2010;EUR;ARM;MLE;14.4
2009;EUR;ARM;BTSX;17.1
2009;EUR;ARM;FMLE;19.9
2009;EUR;ARM;MLE;14.0
2008;EUR;ARM;BTSX;16.7
2008;EUR;ARM;FMLE;19.5
2008;EUR;ARM;MLE;13.6
2007;EUR;ARM;BTSX;16.4
2007;EUR;ARM;FMLE;19.1
2007;EUR;ARM;MLE;13.2
2006;EUR;ARM;BTSX;16.0
2006;EUR;ARM;FMLE;18.8
2006;EUR;ARM;MLE;12.8
2005;EUR;ARM;BTSX;15.7
2005;EUR;ARM;FMLE;18.4
2005;EUR;ARM;MLE;12.5
2004;EUR;ARM;BTSX;15.4
2004;EUR;ARM;FMLE;18.0
2004;EUR;ARM;MLE;12.1
2003;EUR;ARM;BTSX;15.0
2003;EUR;ARM;FMLE;17.7
2003;EUR;ARM;MLE;11.8
2002;EUR;ARM;BTSX;14.7
2002;EUR;ARM;FMLE;17.4
2002;EUR;ARM;MLE;11.5
2001;EUR;ARM;BTSX;14.4
2001;EUR;ARM;FMLE;17.1
2001;EUR;ARM;MLE;11.2
2000;EUR;ARM;BTSX;14.2
2000;EUR;ARM;FMLE;16.8
2000;EUR;ARM;MLE;10.9
1999;EUR;ARM;BTSX;13.9
1999;EUR;ARM;FMLE;16.5
1999;EUR;ARM;MLE;10.6
1998;EUR;ARM;BTSX;13.6
1998;EUR;ARM;FMLE;16.2
1998;EUR;ARM;MLE;10.3
1997;EUR;ARM;BTSX;13.3
1997;EUR;ARM;FMLE;15.9
1997;EUR;ARM;MLE;10.1
1996;EUR;ARM;BTSX;13.1
1996;EUR;ARM;FMLE;15.7
1996;EUR;ARM;MLE;9.8
1995;EUR;ARM;BTSX;12.8
1995;EUR;ARM;FMLE;15.4
1995;EUR;ARM;MLE;9.5
1994;EUR;ARM;BTSX;12.5
1994;EUR;ARM;FMLE;15.2
1994;EUR;ARM;MLE;9.3
1993;EUR;ARM;BTSX;12.3
1993;EUR;ARM;FMLE;14.9
1993;EUR;ARM;MLE;9.0
1992;EUR;ARM;BTSX;12.0
1992;EUR;ARM;FMLE;14.6
1992;EUR;ARM;MLE;8.8
1991;EUR;ARM;BTSX;11.7
1991;EUR;ARM;FMLE;14.4
1991;EUR;ARM;MLE;8.5
1990;EUR;ARM;BTSX;11.4
1990;EUR;ARM;FMLE;14.1
1990;EUR;ARM;MLE;8.2
1989;EUR;ARM;BTSX;11.2
1989;EUR;ARM;FMLE;13.8
1989;EUR;ARM;MLE;8.0
1988;EUR;ARM;BTSX;10.9
1988;EUR;ARM;FMLE;13.5
1988;EUR;ARM;MLE;7.7
1987;EUR;ARM;BTSX;10.6
1987;EUR;ARM;FMLE;13.2
1987;EUR;ARM;MLE;7.5
1986;EUR;ARM;BTSX;10.3
1986;EUR;ARM;FMLE;13.0
1986;EUR;ARM;MLE;7.2
1985;EUR;ARM;BTSX;10.1
1985;EUR;ARM;FMLE;12.7
1985;EUR;ARM;MLE;6.9
1984;EUR;ARM;BTSX;9.8
1984;EUR;ARM;FMLE;12.4
1984;EUR;ARM;MLE;6.7
1983;EUR;ARM;BTSX;9.5
1983;EUR;ARM;FMLE;12.1
1983;EUR;ARM;MLE;6.4
1982;EUR;ARM;BTSX;9.3
1982;EUR;ARM;FMLE;11.8
1982;EUR;ARM;MLE;6.2
1981;EUR;ARM;BTSX;9.0
1981;EUR;ARM;FMLE;11.5
1981;EUR;ARM;MLE;5.9
1980;EUR;ARM;BTSX;8.7
1980;EUR;ARM;FMLE;11.1
1980;EUR;ARM;MLE;5.7
1979;EUR;ARM;BTSX;8.4
1979;EUR;ARM;FMLE;10.8
1979;EUR;ARM;MLE;5.4
1978;EUR;ARM;BTSX;8.1
1978;EUR;ARM;FMLE;10.5
1978;EUR;ARM;MLE;5.2
1977;EUR;ARM;BTSX;7.9
1977;EUR;ARM;FMLE;10.2
1977;EUR;ARM;MLE;4.9
1976;EUR;ARM;BTSX;7.6
1976;EUR;ARM;FMLE;9.8
1976;EUR;ARM;MLE;4.7
1975;EUR;ARM;BTSX;7.3
1975;EUR;ARM;FMLE;9.5
1975;EUR;ARM;MLE;4.5
2016;AMR;ATG;BTSX;18.9
2016;AMR;ATG;FMLE;25.9
2016;AMR;ATG;MLE;11.6
2015;AMR;ATG;BTSX;18.4
2015;AMR;ATG;FMLE;25.3
2015;AMR;ATG;MLE;11.2
2014;AMR;ATG;BTSX;18.0
2014;AMR;ATG;FMLE;24.8
2014;AMR;ATG;MLE;10.8
2013;AMR;ATG;BTSX;17.5
2013;AMR;ATG;FMLE;24.2
2013;AMR;ATG;MLE;10.5
2012;AMR;ATG;BTSX;17.1
2012;AMR;ATG;FMLE;23.7
2012;AMR;ATG;MLE;10.1
2011;AMR;ATG;BTSX;16.7
2011;AMR;ATG;FMLE;23.2
2011;AMR;ATG;MLE;9.8
2010;AMR;ATG;BTSX;16.2
2010;AMR;ATG;FMLE;22.7
2010;AMR;ATG;MLE;9.5
2009;AMR;ATG;BTSX;15.9
2009;AMR;ATG;FMLE;22.2
2009;AMR;ATG;MLE;9.2
2008;AMR;ATG;BTSX;15.5
2008;AMR;ATG;FMLE;21.7
2008;AMR;ATG;MLE;8.9
2007;AMR;ATG;BTSX;15.1
2007;AMR;ATG;FMLE;21.3
2007;AMR;ATG;MLE;8.6
2006;AMR;ATG;BTSX;14.7
2006;AMR;ATG;FMLE;20.8
2006;AMR;ATG;MLE;8.4
2005;AMR;ATG;BTSX;14.4
2005;AMR;ATG;FMLE;20.4
2005;AMR;ATG;MLE;8.1
2004;AMR;ATG;BTSX;14.0
2004;AMR;ATG;FMLE;19.9
2004;AMR;ATG;MLE;7.8
2003;AMR;ATG;BTSX;13.7
2003;AMR;ATG;FMLE;19.5
2003;AMR;ATG;MLE;7.6
2002;AMR;ATG;BTSX;13.3
2002;AMR;ATG;FMLE;19.1
2002;AMR;ATG;MLE;7.3
2001;AMR;ATG;BTSX;13.0
2001;AMR;ATG;FMLE;18.6
2001;AMR;ATG;MLE;7.1
2000;AMR;ATG;BTSX;12.7
2000;AMR;ATG;FMLE;18.2
2000;AMR;ATG;MLE;6.8
1999;AMR;ATG;BTSX;12.3
1999;AMR;ATG;FMLE;17.8
1999;AMR;ATG;MLE;6.6
1998;AMR;ATG;BTSX;12.0
1998;AMR;ATG;FMLE;17.4
1998;AMR;ATG;MLE;6.4
1997;AMR;ATG;BTSX;11.7
1997;AMR;ATG;FMLE;16.9
1997;AMR;ATG;MLE;6.1
1996;AMR;ATG;BTSX;11.3
1996;AMR;ATG;FMLE;16.5
1996;AMR;ATG;MLE;5.9
1995;AMR;ATG;BTSX;11.0
1995;AMR;ATG;FMLE;16.1
1995;AMR;ATG;MLE;5.7
1994;AMR;ATG;BTSX;10.7
1994;AMR;ATG;FMLE;15.7
1994;AMR;ATG;MLE;5.5
1993;AMR;ATG;BTSX;10.4
1993;AMR;ATG;FMLE;15.3
1993;AMR;ATG;MLE;5.2
1992;AMR;ATG;BTSX;10.1
1992;AMR;ATG;FMLE;14.9
1992;AMR;ATG;MLE;5.0
1991;AMR;ATG;BTSX;9.8
1991;AMR;ATG;FMLE;14.5
1991;AMR;ATG;MLE;4.8
1990;AMR;ATG;BTSX;9.4
1990;AMR;ATG;FMLE;14.0
1990;AMR;ATG;MLE;4.6
1989;AMR;ATG;BTSX;9.1
1989;AMR;ATG;FMLE;13.6
1989;AMR;ATG;MLE;4.4
1988;AMR;ATG;BTSX;8.8
1988;AMR;ATG;FMLE;13.2
1988;AMR;ATG;MLE;4.2
1987;AMR;ATG;BTSX;8.5
1987;AMR;ATG;FMLE;12.8
1987;AMR;ATG;MLE;4.0
1986;AMR;ATG;BTSX;8.2
1986;AMR;ATG;FMLE;12.4
1986;AMR;ATG;MLE;3.8
1985;AMR;ATG;BTSX;7.9
1985;AMR;ATG;FMLE;12.0
1985;AMR;ATG;MLE;3.7
1984;AMR;ATG;BTSX;7.6
1984;AMR;ATG;FMLE;11.6
1984;AMR;ATG;MLE;3.5
1983;AMR;ATG;BTSX;7.4
1983;AMR;ATG;FMLE;11.3
1983;AMR;ATG;MLE;3.3
1982;AMR;ATG;BTSX;7.1
1982;AMR;ATG;FMLE;10.9
1982;AMR;ATG;MLE;3.2
1981;AMR;ATG;BTSX;6.9
1981;AMR;ATG;FMLE;10.6
1981;AMR;ATG;MLE;3.0
1980;AMR;ATG;BTSX;6.6
1980;AMR;ATG;FMLE;10.3
1980;AMR;ATG;MLE;2.9
1979;AMR;ATG;BTSX;6.4
1979;AMR;ATG;FMLE;9.9
1979;AMR;ATG;MLE;2.8
1978;AMR;ATG;BTSX;6.2
1978;AMR;ATG;FMLE;9.6
1978;AMR;ATG;MLE;2.6
1977;AMR;ATG;BTSX;6.0
1977;AMR;ATG;FMLE;9.3
1977;AMR;ATG;MLE;2.5
1976;AMR;ATG;BTSX;5.8
1976;AMR;ATG;FMLE;9.1
1976;AMR;ATG;MLE;2.4
1975;AMR;ATG;BTSX;5.6
1975;AMR;ATG;FMLE;8.8
1975;AMR;ATG;MLE;2.3
2016;WPR;AUS;BTSX;29.0
2016;WPR;AUS;FMLE;28.4
2016;WPR;AUS;MLE;29.6
2015;WPR;AUS;BTSX;28.4
2015;WPR;AUS;FMLE;27.9
2015;WPR;AUS;MLE;28.9
2014;WPR;AUS;BTSX;27.9
2014;WPR;AUS;FMLE;27.4
2014;WPR;AUS;MLE;28.3
2013;WPR;AUS;BTSX;27.3
2013;WPR;AUS;FMLE;26.9
2013;WPR;AUS;MLE;27.7
2012;WPR;AUS;BTSX;26.7
2012;WPR;AUS;FMLE;26.4
2012;WPR;AUS;MLE;27.0
2011;WPR;AUS;BTSX;26.2
2011;WPR;AUS;FMLE;25.9
2011;WPR;AUS;MLE;26.4
2010;WPR;AUS;BTSX;25.6
2010;WPR;AUS;FMLE;25.4
2010;WPR;AUS;MLE;25.8
2009;WPR;AUS;BTSX;25.1
2009;WPR;AUS;FMLE;24.9
2009;WPR;AUS;MLE;25.2
2008;WPR;AUS;BTSX;24.6
2008;WPR;AUS;FMLE;24.5
2008;WPR;AUS;MLE;24.6
2007;WPR;AUS;BTSX;24.0
2007;WPR;AUS;FMLE;24.0
2007;WPR;AUS;MLE;24.0
2006;WPR;AUS;BTSX;23.5
2006;WPR;AUS;FMLE;23.5
2006;WPR;AUS;MLE;23.5
2005;WPR;AUS;BTSX;22.9
2005;WPR;AUS;FMLE;23.0
2005;WPR;AUS;MLE;22.9
2004;WPR;AUS;BTSX;22.4
2004;WPR;AUS;FMLE;22.5
2004;WPR;AUS;MLE;22.3
2003;WPR;AUS;BTSX;21.8
2003;WPR;AUS;FMLE;22.0
2003;WPR;AUS;MLE;21.7
2002;WPR;AUS;BTSX;21.3
2002;WPR;AUS;FMLE;21.5
2002;WPR;AUS;MLE;21.1
2001;WPR;AUS;BTSX;20.7
2001;WPR;AUS;FMLE;21.0
2001;WPR;AUS;MLE;20.5
2000;WPR;AUS;BTSX;20.2
2000;WPR;AUS;FMLE;20.5
2000;WPR;AUS;MLE;19.9
1999;WPR;AUS;BTSX;19.7
1999;WPR;AUS;FMLE;19.9
1999;WPR;AUS;MLE;19.3
1998;WPR;AUS;BTSX;19.1
1998;WPR;AUS;FMLE;19.4
1998;WPR;AUS;MLE;18.8
1997;WPR;AUS;BTSX;18.6
1997;WPR;AUS;FMLE;18.9
1997;WPR;AUS;MLE;18.2
1996;WPR;AUS;BTSX;18.1
1996;WPR;AUS;FMLE;18.5
1996;WPR;AUS;MLE;17.7
1995;WPR;AUS;BTSX;17.6
1995;WPR;AUS;FMLE;18.0
1995;WPR;AUS;MLE;17.1
1994;WPR;AUS;BTSX;17.1
1994;WPR;AUS;FMLE;17.5
1994;WPR;AUS;MLE;16.6
1993;WPR;AUS;BTSX;16.6
1993;WPR;AUS;FMLE;17.1
1993;WPR;AUS;MLE;16.1
1992;WPR;AUS;BTSX;16.2
1992;WPR;AUS;FMLE;16.7
1992;WPR;AUS;MLE;15.6
1991;WPR;AUS;BTSX;15.7
1991;WPR;AUS;FMLE;16.2
1991;WPR;AUS;MLE;15.2
1990;WPR;AUS;BTSX;15.3
1990;WPR;AUS;FMLE;15.8
1990;WPR;AUS;MLE;14.7
1989;WPR;AUS;BTSX;14.9
1989;WPR;AUS;FMLE;15.5
1989;WPR;AUS;MLE;14.3
1988;WPR;AUS;BTSX;14.5
1988;WPR;AUS;FMLE;15.1
1988;WPR;AUS;MLE;13.9
1987;WPR;AUS;BTSX;14.2
1987;WPR;AUS;FMLE;14.7
1987;WPR;AUS;MLE;13.5
1986;WPR;AUS;BTSX;13.8
1986;WPR;AUS;FMLE;14.4
1986;WPR;AUS;MLE;13.2
1985;WPR;AUS;BTSX;13.5
1985;WPR;AUS;FMLE;14.1
1985;WPR;AUS;MLE;12.8
1984;WPR;AUS;BTSX;13.1
1984;WPR;AUS;FMLE;13.7
1984;WPR;AUS;MLE;12.4
1983;WPR;AUS;BTSX;12.8
1983;WPR;AUS;FMLE;13.4
1983;WPR;AUS;MLE;12.1
1982;WPR;AUS;BTSX;12.5
1982;WPR;AUS;FMLE;13.1
1982;WPR;AUS;MLE;11.8
1981;WPR;AUS;BTSX;12.2
1981;WPR;AUS;FMLE;12.8
1981;WPR;AUS;MLE;11.5
1980;WPR;AUS;BTSX;11.9
1980;WPR;AUS;FMLE;12.6
1980;WPR;AUS;MLE;11.2
1979;WPR;AUS;BTSX;11.6
1979;WPR;AUS;FMLE;12.3
1979;WPR;AUS;MLE;10.8
1978;WPR;AUS;BTSX;11.3
1978;WPR;AUS;FMLE;12.0
1978;WPR;AUS;MLE;10.6
1977;WPR;AUS;BTSX;11.0
1977;WPR;AUS;FMLE;11.7
1977;WPR;AUS;MLE;10.3
1976;WPR;AUS;BTSX;10.8
1976;WPR;AUS;FMLE;11.5
1976;WPR;AUS;MLE;10.0
1975;WPR;AUS;BTSX;10.5
1975;WPR;AUS;FMLE;11.2
1975;WPR;AUS;MLE;9.7
2016;EUR;AUT;BTSX;20.1
2016;EUR;AUT;FMLE;18.3
2016;EUR;AUT;MLE;21.9
2015;EUR;AUT;BTSX;19.7
2015;EUR;AUT;FMLE;18.0
2015;EUR;AUT;MLE;21.3
2014;EUR;AUT;BTSX;19.2
2014;EUR;AUT;FMLE;17.7
2014;EUR;AUT;MLE;20.8
2013;EUR;AUT;BTSX;18.8
2013;EUR;AUT;FMLE;17.3
2013;EUR;AUT;MLE;20.3
2012;EUR;AUT;BTSX;18.4
2012;EUR;AUT;FMLE;17.0
2012;EUR;AUT;MLE;19.8
2011;EUR;AUT;BTSX;18.0
2011;EUR;AUT;FMLE;16.7
2011;EUR;AUT;MLE;19.3
2010;EUR;AUT;BTSX;17.6
2010;EUR;AUT;FMLE;16.4
2010;EUR;AUT;MLE;18.8
2009;EUR;AUT;BTSX;17.3
2009;EUR;AUT;FMLE;16.1
2009;EUR;AUT;MLE;18.3
2008;EUR;AUT;BTSX;16.9
2008;EUR;AUT;FMLE;15.8
2008;EUR;AUT;MLE;17.9
2007;EUR;AUT;BTSX;16.5
2007;EUR;AUT;FMLE;15.5
2007;EUR;AUT;MLE;17.4
2006;EUR;AUT;BTSX;16.1
2006;EUR;AUT;FMLE;15.2
2006;EUR;AUT;MLE;17.0
2005;EUR;AUT;BTSX;15.8
2005;EUR;AUT;FMLE;15.0
2005;EUR;AUT;MLE;16.5
2004;EUR;AUT;BTSX;15.4
2004;EUR;AUT;FMLE;14.7
2004;EUR;AUT;MLE;16.1
2003;EUR;AUT;BTSX;15.0
2003;EUR;AUT;FMLE;14.4
2003;EUR;AUT;MLE;15.6
2002;EUR;AUT;BTSX;14.7
2002;EUR;AUT;FMLE;14.1
2002;EUR;AUT;MLE;15.2
2001;EUR;AUT;BTSX;14.3
2001;EUR;AUT;FMLE;13.8
2001;EUR;AUT;MLE;14.8
2000;EUR;AUT;BTSX;14.0
2000;EUR;AUT;FMLE;13.5
2000;EUR;AUT;MLE;14.3
1999;EUR;AUT;BTSX;13.6
1999;EUR;AUT;FMLE;13.2
1999;EUR;AUT;MLE;13.9
1998;EUR;AUT;BTSX;13.3
1998;EUR;AUT;FMLE;12.9
1998;EUR;AUT;MLE;13.5
1997;EUR;AUT;BTSX;12.9
1997;EUR;AUT;FMLE;12.6
1997;EUR;AUT;MLE;13.1
1996;EUR;AUT;BTSX;12.6
1996;EUR;AUT;FMLE;12.4
1996;EUR;AUT;MLE;12.7
1995;EUR;AUT;BTSX;12.3
1995;EUR;AUT;FMLE;12.1
1995;EUR;AUT;MLE;12.3
1994;EUR;AUT;BTSX;11.9
1994;EUR;AUT;FMLE;11.8
1994;EUR;AUT;MLE;11.9
1993;EUR;AUT;BTSX;11.6
1993;EUR;AUT;FMLE;11.5
1993;EUR;AUT;MLE;11.5
1992;EUR;AUT;BTSX;11.3
1992;EUR;AUT;FMLE;11.3
1992;EUR;AUT;MLE;11.1
1991;EUR;AUT;BTSX;11.0
1991;EUR;AUT;FMLE;11.0
1991;EUR;AUT;MLE;10.8
1990;EUR;AUT;BTSX;10.7
1990;EUR;AUT;FMLE;10.8
1990;EUR;AUT;MLE;10.4
1989;EUR;AUT;BTSX;10.4
1989;EUR;AUT;FMLE;10.5
1989;EUR;AUT;MLE;10.1
1988;EUR;AUT;BTSX;10.1
1988;EUR;AUT;FMLE;10.3
1988;EUR;AUT;MLE;9.7
1987;EUR;AUT;BTSX;9.8
1987;EUR;AUT;FMLE;10.0
1987;EUR;AUT;MLE;9.4
1986;EUR;AUT;BTSX;9.6
1986;EUR;AUT;FMLE;9.8
1986;EUR;AUT;MLE;9.1
1985;EUR;AUT;BTSX;9.3
1985;EUR;AUT;FMLE;9.6
1985;EUR;AUT;MLE;8.8
1984;EUR;AUT;BTSX;9.0
1984;EUR;AUT;FMLE;9.4
1984;EUR;AUT;MLE;8.5
1983;EUR;AUT;BTSX;8.8
1983;EUR;AUT;FMLE;9.2
1983;EUR;AUT;MLE;8.2
1982;EUR;AUT;BTSX;8.6
1982;EUR;AUT;FMLE;9.0
1982;EUR;AUT;MLE;7.9
1981;EUR;AUT;BTSX;8.3
1981;EUR;AUT;FMLE;8.8
1981;EUR;AUT;MLE;7.7
1980;EUR;AUT;BTSX;8.1
1980;EUR;AUT;FMLE;8.6
1980;EUR;AUT;MLE;7.4
1979;EUR;AUT;BTSX;7.9
1979;EUR;AUT;FMLE;8.4
1979;EUR;AUT;MLE;7.2
1978;EUR;AUT;BTSX;7.7
1978;EUR;AUT;FMLE;8.2
1978;EUR;AUT;MLE;6.9
1977;EUR;AUT;BTSX;7.5
1977;EUR;AUT;FMLE;8.1
1977;EUR;AUT;MLE;6.7
1976;EUR;AUT;BTSX;7.3
1976;EUR;AUT;FMLE;7.9
1976;EUR;AUT;MLE;6.5
1975;EUR;AUT;BTSX;7.2
1975;EUR;AUT;FMLE;7.8
1975;EUR;AUT;MLE;6.3
2016;EUR;AZE;BTSX;19.9
2016;EUR;AZE;FMLE;23.6
2016;EUR;AZE;MLE;15.8
2015;EUR;AZE;BTSX;19.3
2015;EUR;AZE;FMLE;23.0
2015;EUR;AZE;MLE;15.3
2014;EUR;AZE;BTSX;18.8
2014;EUR;AZE;FMLE;22.4
2014;EUR;AZE;MLE;14.7
2013;EUR;AZE;BTSX;18.2
2013;EUR;AZE;FMLE;21.8
2013;EUR;AZE;MLE;14.2
2012;EUR;AZE;BTSX;17.7
2012;EUR;AZE;FMLE;21.2
2012;EUR;AZE;MLE;13.7
2011;EUR;AZE;BTSX;17.2
2011;EUR;AZE;FMLE;20.7
2011;EUR;AZE;MLE;13.2
2010;EUR;AZE;BTSX;16.6
2010;EUR;AZE;FMLE;20.1
2010;EUR;AZE;MLE;12.7
2009;EUR;AZE;BTSX;16.2
2009;EUR;AZE;FMLE;19.6
2009;EUR;AZE;MLE;12.3
2008;EUR;AZE;BTSX;15.7
2008;EUR;AZE;FMLE;19.1
2008;EUR;AZE;MLE;11.8
2007;EUR;AZE;BTSX;15.2
2007;EUR;AZE;FMLE;18.6
2007;EUR;AZE;MLE;11.4
2006;EUR;AZE;BTSX;14.8
2006;EUR;AZE;FMLE;18.1
2006;EUR;AZE;MLE;11.0
2005;EUR;AZE;BTSX;14.3
2005;EUR;AZE;FMLE;17.6
2005;EUR;AZE;MLE;10.6
2004;EUR;AZE;BTSX;13.9
2004;EUR;AZE;FMLE;17.2
2004;EUR;AZE;MLE;10.2
2003;EUR;AZE;BTSX;13.5
2003;EUR;AZE;FMLE;16.7
2003;EUR;AZE;MLE;9.9
2002;EUR;AZE;BTSX;13.2
2002;EUR;AZE;FMLE;16.3
2002;EUR;AZE;MLE;9.5
2001;EUR;AZE;BTSX;12.8
2001;EUR;AZE;FMLE;15.9
2001;EUR;AZE;MLE;9.2
2000;EUR;AZE;BTSX;12.5
2000;EUR;AZE;FMLE;15.6
2000;EUR;AZE;MLE;9.0
1999;EUR;AZE;BTSX;12.2
1999;EUR;AZE;FMLE;15.2
1999;EUR;AZE;MLE;8.7
1998;EUR;AZE;BTSX;11.9
1998;EUR;AZE;FMLE;14.9
1998;EUR;AZE;MLE;8.4
1997;EUR;AZE;BTSX;11.7
1997;EUR;AZE;FMLE;14.6
1997;EUR;AZE;MLE;8.2
1996;EUR;AZE;BTSX;11.4
1996;EUR;AZE;FMLE;14.3
1996;EUR;AZE;MLE;8.0
1995;EUR;AZE;BTSX;11.1
1995;EUR;AZE;FMLE;14.0
1995;EUR;AZE;MLE;7.7
1994;EUR;AZE;BTSX;10.9
1994;EUR;AZE;FMLE;13.7
1994;EUR;AZE;MLE;7.5
1993;EUR;AZE;BTSX;10.6
1993;EUR;AZE;FMLE;13.4
1993;EUR;AZE;MLE;7.3
1992;EUR;AZE;BTSX;10.4
1992;EUR;AZE;FMLE;13.1
1992;EUR;AZE;MLE;7.0
1991;EUR;AZE;BTSX;10.1
1991;EUR;AZE;FMLE;12.8
1991;EUR;AZE;MLE;6.8
1990;EUR;AZE;BTSX;9.8
1990;EUR;AZE;FMLE;12.5
1990;EUR;AZE;MLE;6.6
1989;EUR;AZE;BTSX;9.6
1989;EUR;AZE;FMLE;12.2
1989;EUR;AZE;MLE;6.4
1988;EUR;AZE;BTSX;9.3
1988;EUR;AZE;FMLE;11.9
1988;EUR;AZE;MLE;6.1
1987;EUR;AZE;BTSX;9.1
1987;EUR;AZE;FMLE;11.6
1987;EUR;AZE;MLE;5.9
1986;EUR;AZE;BTSX;8.8
1986;EUR;AZE;FMLE;11.3
1986;EUR;AZE;MLE;5.7
1985;EUR;AZE;BTSX;8.6
1985;EUR;AZE;FMLE;11.1
1985;EUR;AZE;MLE;5.5
1984;EUR;AZE;BTSX;8.4
1984;EUR;AZE;FMLE;10.8
1984;EUR;AZE;MLE;5.3
1983;EUR;AZE;BTSX;8.1
1983;EUR;AZE;FMLE;10.5
1983;EUR;AZE;MLE;5.1
1982;EUR;AZE;BTSX;7.9
1982;EUR;AZE;FMLE;10.2
1982;EUR;AZE;MLE;4.9
1981;EUR;AZE;BTSX;7.7
1981;EUR;AZE;FMLE;10.0
1981;EUR;AZE;MLE;4.7
1980;EUR;AZE;BTSX;7.4
1980;EUR;AZE;FMLE;9.7
1980;EUR;AZE;MLE;4.5
1979;EUR;AZE;BTSX;7.2
1979;EUR;AZE;FMLE;9.4
1979;EUR;AZE;MLE;4.4
1978;EUR;AZE;BTSX;7.0
1978;EUR;AZE;FMLE;9.2
1978;EUR;AZE;MLE;4.2
1977;EUR;AZE;BTSX;6.8
1977;EUR;AZE;FMLE;8.9
1977;EUR;AZE;MLE;4.0
1976;EUR;AZE;BTSX;6.6
1976;EUR;AZE;FMLE;8.7
1976;EUR;AZE;MLE;3.9
1975;EUR;AZE;BTSX;6.4
1975;EUR;AZE;FMLE;8.4
1975;EUR;AZE;MLE;3.7
2016;AFR;BDI;BTSX;5.4
2016;AFR;BDI;FMLE;8.6
2016;AFR;BDI;MLE;2.1
2015;AFR;BDI;BTSX;5.1
2015;AFR;BDI;FMLE;8.2
2015;AFR;BDI;MLE;2.0
2014;AFR;BDI;BTSX;4.9
2014;AFR;BDI;FMLE;7.8
2014;AFR;BDI;MLE;1.9
2013;AFR;BDI;BTSX;4.6
2013;AFR;BDI;FMLE;7.4
2013;AFR;BDI;MLE;1.8
2012;AFR;BDI;BTSX;4.4
2012;AFR;BDI;FMLE;7.1
2012;AFR;BDI;MLE;1.7
2011;AFR;BDI;BTSX;4.2
2011;AFR;BDI;FMLE;6.7
2011;AFR;BDI;MLE;1.6
2010;AFR;BDI;BTSX;4.0
2010;AFR;BDI;FMLE;6.4
2010;AFR;BDI;MLE;1.5
2009;AFR;BDI;BTSX;3.8
2009;AFR;BDI;FMLE;6.1
2009;AFR;BDI;MLE;1.4
2008;AFR;BDI;BTSX;3.6
2008;AFR;BDI;FMLE;5.8
2008;AFR;BDI;MLE;1.3
2007;AFR;BDI;BTSX;3.4
2007;AFR;BDI;FMLE;5.5
2007;AFR;BDI;MLE;1.3
2006;AFR;BDI;BTSX;3.2
2006;AFR;BDI;FMLE;5.2
2006;AFR;BDI;MLE;1.2
2005;AFR;BDI;BTSX;3.1
2005;AFR;BDI;FMLE;4.9
